permutation,null_type,group_id,ppi_group,count,mean,sem
582,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2893,0.5322102528211353,0.005359167353613612
583,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12863,0.5056195100419317,0.0025032722919167126
583,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,886200,0.4961036547010752,0.0003074995553679375
583,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,710299,0.5030166461630701,0.0003409510851554193
583,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,82693,0.5158551044935515,0.001012675470653015
583,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3506,0.5459343295113149,0.005464722029555895
584,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12719,0.5243520103989543,0.002625329864841953
584,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,874806,0.5048138831310901,0.00030870319152474855
584,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,723770,0.49346814255701366,0.00033809159562603596
584,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,83311,0.5008490783270624,0.0010228265633211858
584,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2797,0.5249894400012973,0.005839105992083759
585,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12656,0.4903480684892143,0.002576453427654514
585,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,885057,0.5038432039406677,0.00030912674963790027
585,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,713123,0.4984080117454017,0.0003400078678667981
585,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,82238,0.47844800223800255,0.000982797705849237
585,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2487,0.43683106289137547,0.005000523633761399
586,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12785,0.48507731871011023,0.0025108023761079975
586,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,891808,0.497065061674838,0.0003056265722372856
586,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,698061,0.5010315240723614,0.00034508952568773756
586,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,89345,0.5108833660578519,0.0009750489536638729
586,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,5404,0.5571745303163838,0.0038186556061243246
587,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12908,0.5125756042428575,0.00258421706654005
587,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,892791,0.5027251199090481,0.00030584035997523456
587,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,696023,0.49749919403197174,0.00034545108418829743
587,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,85459,0.4762002809949841,0.0009778373335242619
587,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,6539,0.5103148655220053,0.0034992154665132364
588,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12883,0.4879325277578716,0.0025231220818831422
588,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,899260,0.5011251302484495,0.0003040858861533989
588,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,687470,0.49920893161859037,0.0003491192032249232
588,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,88740,0.49810283220907436,0.0009679582048189012
588,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,5367,0.5258939146434574,0.0038873936607589127
589,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12803,0.4911133107554503,0.002525170948942896
589,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,851147,0.4933979966598417,0.0003107514485151098
589,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,730085,0.5082149117956359,0.0003397614145433263
589,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,91781,0.5099146721627615,0.0009610184544330188
589,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,7904,0.43764551010720726,0.003143832573298844
590,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12718,0.4993767203210748,0.002576685685223081
590,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,905622,0.5066346548299547,0.00030519977800657955
590,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,704792,0.4893795347030747,0.000340439891669133
590,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,69366,0.4832123209683196,0.001065349740958473
590,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3063,0.6748262186870149,0.004570926978335703
591,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12759,0.4995774844439734,0.0026143041726430284
591,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,870244,0.49856395188834135,0.0003098771763463165
591,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,720896,0.5029273650781044,0.00033915781636265947
591,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,88915,0.4830314713676025,0.0009597358921923894
591,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4589,0.41970293564586464,0.004148412132165895
592,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12776,0.49064491545508526,0.0024807497760225557
592,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,863144,0.5004035077517911,0.0003087146964124529
592,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,737099,0.5018877425917632,0.00033825357416396594
592,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,80265,0.4891678769060328,0.0010396453739910268
592,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4119,0.5221826214340131,0.004541024084429666
593,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12587,0.4753307668101119,0.0025388661759636767
593,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,890560,0.49923681030508543,0.0003069980943811421
593,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,695814,0.499558516334019,0.00034529200262697717
593,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,92788,0.5198640944545673,0.0009402135453384963
593,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3812,0.5340934102897471,0.004488694989407377
594,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12710,0.4755145770284626,0.0025459420763809314
594,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,899565,0.49836035688312674,0.00030347959021854835
594,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,709356,0.500872229736056,0.00034402284752424055
594,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,73973,0.5126788445791355,0.0010709041197314135
594,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,1799,0.5201362367423848,0.006725694134610701
595,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12663,0.4855102073473611,0.0025560803905846957
595,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,894310,0.5002580782289187,0.0003057913557426651
595,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,701211,0.4973132539719597,0.00034331277406555153
595,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,81732,0.5130693871057582,0.0010188703420711813
595,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,5645,0.5443898449817425,0.003979756025012635
596,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12845,0.5106134287069007,0.0025087870066202588
596,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,856274,0.49985271819376653,0.00030975780572342214
596,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,726945,0.49910631792532445,0.00034077157436418487
596,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,96672,0.5006349479656019,0.0009491605566252889
596,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4667,0.5199028163998408,0.004311427821404369
597,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12967,0.5056321334368771,0.00253485394480055
597,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,908816,0.5027260424163496,0.0003020039928255767
597,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,693275,0.4949612012489939,0.000347254185467796
597,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,75886,0.5122660538808572,0.001073324712861233
597,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4617,0.5299412340307654,0.004534867375927446
598,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12913,0.47800054994105784,0.0025637281153939972
598,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,909579,0.49966118364131484,0.00030393098009840315
598,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,687810,0.49893311858965406,0.000346146016200821
598,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,78866,0.5218647646972925,0.0010219964604555889
598,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4552,0.5962509649773073,0.004011013669251062
599,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12891,0.4991664228520698,0.002538580252296211
599,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,884677,0.49707301024309214,0.00030736410054037303
599,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,706714,0.5053957176752517,0.0003433083076674997
599,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,87030,0.5000694069569626,0.0009749716389101757
599,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4249,0.39744947996854063,0.004307539049688516
600,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12834,0.49663840336239096,0.0026140139268044874
600,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,895558,0.4966234201191086,0.00030521701372788877
600,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,703903,0.5009210836682592,0.00034315427412649643
600,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,79874,0.5211412387586652,0.0010314534768565606
600,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3392,0.5606127880877044,0.00509377397446744
601,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12703,0.5174901040929414,0.0025536898934706274
601,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,886552,0.5004640002794634,0.0003060868190461266
601,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,711218,0.49844179305569547,0.00034189671428657873
601,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,75789,0.4946040582965379,0.0010683053791417183
601,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3779,0.6611312455749633,0.005127870181802659
602,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12845,0.5204797640124088,0.002575940367340342
602,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,906541,0.4972612706322142,0.0003037642323712757
602,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,700801,0.501553754816525,0.00034443962022943046
602,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,72343,0.5079059900424494,0.0010529783657061156
602,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3031,0.4447179714487022,0.004765889630595789
603,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12708,0.5118647751805272,0.002595615940480913
603,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,906790,0.49949986360051596,0.0003030815232833044
603,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,695532,0.4976481606419605,0.00034458680791290874
603,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,79533,0.5248551507713879,0.0010574536793810996
603,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2840,0.5628557555795525,0.005507516242535099
604,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12849,0.48992824890738634,0.0025117183130201593
604,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,894660,0.4935815872085911,0.0003046162879504186
604,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,700289,0.5085499125540313,0.00034576682000648145
604,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,82740,0.5058977907639937,0.0010096895711015695
604,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3182,0.4556632287406989,0.004966130886504417
605,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12704,0.5162041044985876,0.00263958880073819
605,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,893857,0.5047872455306704,0.00030585487504757725
605,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,713953,0.4971815056127944,0.00034205259230367114
605,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,74667,0.4811089721741391,0.001020794189817575
605,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2222,0.48198827214141815,0.00541503446410678
606,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12724,0.5036293238964407,0.002617726104719425
606,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,927494,0.5030569522426405,0.00029998541063999695
606,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,678217,0.4961883869817707,0.00034944797423291295
606,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,71130,0.4946883170680531,0.0010851389951913747
606,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4155,0.4334860534188704,0.004397942765519592
607,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12793,0.4946451066132818,0.0025253613202515187
607,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,904270,0.4986559803601422,0.0003040386401662229
607,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,685615,0.5019596523846807,0.0003477551556967297
607,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,86849,0.48759131443598863,0.0009773493951341099
607,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4193,0.4504265281222731,0.004312801704018438
608,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,13111,0.4960604790798281,0.0025130577399148173
608,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,922360,0.4983453510674941,0.00030063339036121494
608,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,677478,0.5010716185715173,0.000350027345648407
608,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,78692,0.5113517795373647,0.001038975383542045
608,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,5762,0.6463810256465076,0.0036977613804277977
609,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12718,0.4955356811352563,0.002581524296269439
609,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,888978,0.4989835242380493,0.00030510619381680985
609,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,711225,0.5018175953221908,0.00034433986609839844
609,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,80854,0.5033392573537386,0.0010051656861533717
609,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,1786,0.5073669157159925,0.006620596084351899
610,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12837,0.477857382322139,0.002566724233098605
610,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,901870,0.49526886640348966,0.0003033697659465448
610,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,695810,0.5044205778842717,0.00034596044258778074
610,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,80550,0.4997597686032403,0.0010224727437412478
610,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2653,0.476629427862236,0.005585638130334708
611,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12637,0.4870507001745877,0.0026221962362924394
611,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,903781,0.5027201369890915,0.00030480548320895034
611,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,696150,0.4990296294375501,0.0003453897910171934
611,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,78662,0.48608399641568667,0.001010311638337479
611,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2490,0.43979865467646895,0.005545651335996627
612,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12933,0.5048112391768966,0.0025189931856170024
612,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,862292,0.4984147901567453,0.0003097857486808217
612,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,729787,0.5018967225747766,0.0003392889051635796
612,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,87838,0.5022285367338055,0.0009723916139132305
612,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2711,0.5325439089630445,0.005502116934734325
613,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12969,0.5010594369647802,0.0025134459365005026
613,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,913913,0.5035094385146097,0.0003023023818885917
613,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,687412,0.49716946630322173,0.00034765078994826193
613,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,74457,0.4851328517840853,0.0010496800773679427
613,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4969,0.49068536341932995,0.00428519499911687
614,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12767,0.5325324303983037,0.0025756760807411788
614,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,900130,0.5047613162299355,0.0003054199163396816
614,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,693806,0.4957609093109242,0.00034523725040013767
614,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,86454,0.4868733114536681,0.0009730681505930856
614,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4246,0.5181096633385666,0.004348376956177327
615,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12774,0.4912673536463819,0.0025783186321636244
615,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,921557,0.501711899633255,0.0003020839811302652
615,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,676624,0.49861639794208745,0.0003491527341897109
615,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,80547,0.48558474264714435,0.001007650135009567
615,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2218,0.45374109191234374,0.006045239452976704
616,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12838,0.4920437696726133,0.002505571813831971
616,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,847448,0.5000359524842516,0.00031239174080195783
616,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,745210,0.5010569156267264,0.00033600871722497353
616,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,88262,0.4962591630761874,0.0009834237068926308
616,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3645,0.4340541920211795,0.004677179225412269
617,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12711,0.5035642937970015,0.002580100509858972
617,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,922781,0.5030575556904299,0.00030035817639910824
617,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,677590,0.4974552557458645,0.0003513053201951501
617,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,75620,0.4951438296653693,0.0010574614719327355
617,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,5018,0.5344426938092814,0.004017719985579414
618,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12859,0.48989720430774825,0.0024974807744622997
618,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,906675,0.49794559293198626,0.0003027206139147812
618,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,699854,0.5037717872262085,0.0003457096342553724
618,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,74444,0.498673788852907,0.0010647400933836329
618,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,1729,0.4624314944221742,0.006880254282936388
619,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12717,0.47813837656106295,0.002536374133273444
619,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,877659,0.49918164250056823,0.00030888573396057505
619,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,714585,0.4997960295619431,0.00034051168047215583
619,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,85366,0.4995622904919706,0.0009680133864629661
619,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,5234,0.4902280669954943,0.003986252170981812
620,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12780,0.49885943152143014,0.002523513054249534
620,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,896076,0.5033695682224666,0.0003067089796702638
620,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,695885,0.49768491422498357,0.00034474024606732684
620,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,86755,0.48739467317279017,0.0009514491397099423
620,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4065,0.5144851799127702,0.003893910701879247
621,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12937,0.4955087822122465,0.0025640082028538214
621,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,885791,0.502190296083331,0.00030588009188184937
621,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,717891,0.49968395754246964,0.00034182539507233696
621,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,75390,0.476722709410758,0.0010474925889969616
621,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3552,0.4541647462580647,0.0045843243058932785
622,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12873,0.502054164758729,0.0025567249546181348
622,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,910118,0.5033653792058015,0.00030403849665623916
622,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,697879,0.49623405040750607,0.0003438197353823184
622,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,70511,0.4957752468403732,0.0010732006639879966
622,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4180,0.5502238165058131,0.004002170212780553
623,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,13031,0.5148697960921497,0.0024919188979051292
623,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,897319,0.49870695900165096,0.00030314060652856
623,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,713980,0.5019938856816349,0.00034439185774662063
623,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,71440,0.49890586255550895,0.0010762856665135073
623,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,1633,0.4789949095132354,0.006910475006774437
624,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12863,0.4916045095663795,0.0025264150986253407
624,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,884791,0.49875531635384074,0.00030635065497969287
624,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,713469,0.5023395820901218,0.0003433362564074702
624,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,81521,0.4874234620611514,0.0009864552323811014
624,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4759,0.4362952969122995,0.003913064709738689
625,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12780,0.493977919791972,0.0025925702110612186
625,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,868461,0.5010086211991791,0.0003115251464933263
625,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,734382,0.5001656817045569,0.0003348389973592821
625,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,78256,0.48386908130297207,0.0010094013067958032
